名称,价格,月销量,评价数,店铺所在地,适合肤质,产地,补水保湿,美白提亮,控油祛痘,清洁毛孔,提拉紧致
自然堂,89,25,1321,安徽,任何肤质,中国,1,1,0,0,0
自然堂,81,409,4232,安徽,任何肤质,中国,1,0,0,0,0
自然堂,229,97,394,广东,任何肤质,中国,1,1,0,0,0
自然堂,258,8026,11123,江苏,任何肤质,中国,0,1,0,0,0
自然堂,239,48,1056,江苏,任何肤质,中国,1,0,1,0,0
自然堂,216.5,43,63,江苏,任何肤质,中国,1,0,1,1,1
自然堂,191,157,6316,江苏,任何肤质,中国,1,1,0,0,1
自然堂,173.5,118,707,江苏,任何肤质,中国,1,1,0,1,0
自然堂,114,77,502,江苏,任何肤质,中国,0,0,1,1,0
自然堂,111.5,26,246,江苏,任何肤质,中国,1,0,0,0,0
自然堂,99,314,2863,江苏,任何肤质,韩国,1,0,1,1,0
自然堂,78,382,160,江苏,任何肤质,中国,1,1,0,0,0
自然堂,69.9,86,27496,江苏,干性肤质,中国,1,1,0,1,0
自然堂,593.5,592,1031,上海,油性及混合性肤质,中国,1,0,1,1,0
自然堂,282,756,1282,上海,任何肤质,中国,1,1,0,0,1
自然堂,224.5,2505,67481,上海,任何肤质,中国,1,1,1,1,1
自然堂,201.5,58,1691,上海,中性及干性肤质,中国,1,1,0,1,0
自然堂,188,3973,50088,上海,任何肤质,中国,1,0,1,1,0
自然堂,129,2470,10253,上海,任何肤质,中国,1,1,1,1,0
自然堂,122,1077,1715,上海,任何肤质,中国,1,1,0,0,0
自然堂,112.5,232,1887,上海,任何肤质,中国,1,0,0,1,0
自然堂,29,282,297,上海,任何肤质,中国,1,1,1,1,1
自然堂,173,1002,2389,浙江,任何肤质,中国,1,1,0,0,0
自然堂,119,100,106,浙江,任何肤质,中国,1,1,1,0,0
